 A000210 ,"2,172,712","6,311,239","2,210,545","4,138,527","1,927,982","8,135,325","2,064,564","5,733,644","1,932,212","5,650,046","1,970,128","3,717,834","1,747,706","7,277,650","1,817,747","5,111,098","240,500","661,193","240,417","420,693","180,275","857,674","246,817","622,546","132,991","376,079","121,692","243,088","121,396","432,991","104,457","310,355","107,510","285,115","118,725","177,605","58,880","424,683","142,360","312,191","-65,520","-92,881","-79,497","-27,361","52,136","-169,859","-66,326","-77,214","41,990","192,233","39,228","150,244","111,015","254,824","76,034","234,977","21,524","103,921","25,940","82,397","56,457","127,753","65,106","119,226","20,466","88,312","13,288","67,846","54,558","127,071","10,928","115,751",0,0,0,0,0,0,0,0,"20,466","88,312","13,288","67,846","54,558","127,071","10,928","115,751","-36,390","-36,659","4,427",-269,"-4,696","-8,666","14,877","12,170","-15,924","51,653","17,716","67,577","49,862","118,405","25,804","127,921","10,368,573","10,593,148","10,536,674","10,250,168","10,101,549","6,626,781","6,863,746","6,802,820","6,517,170","6,391,011","3,741,792","3,729,401","3,733,854","3,732,998","3,710,538","5,742,344","5,950,995","5,912,237","5,663,822","5,505,688","4,128,767","4,340,577","4,400,416","4,341,088","4,195,077","1,613,577","1,610,418","1,511,821","1,322,734","1,310,611","4,626,229","4,642,153","4,624,437","4,586,346","4,595,862"
 A000230 ,"3,981","16,288","6,076","12,307","122,978","458,569","4,259","11,029",777,"6,371","2,817","5,594","61,434","225,469","2,382","5,624","3,204","9,917","3,259","6,713","61,544","233,100","1,876","5,406","4,033","11,990","3,539","7,958","52,924","208,385","3,253","8,063",-828,"-2,073",-280,"-1,245","8,620","24,716","-1,377","-2,658",-344,-629,-133,-285,-778,"-2,181",-352,-796,"-1,172","-2,702",-413,"-1,529","7,841","22,534","-1,729","-3,454",-204,-297,-158,-93,"1,231","1,003",12,456,-969,"-2,405",-255,"-1,436","6,610","21,531","-1,741","-3,910","255,042","269,607","6,774","14,565",0,0,"7,406","23,454","254,073","267,202","6,519","13,129","6,610","21,531","5,665","19,544","-2,578","-3,662",-339,"-1,084",-745,-49,740,"1,269","251,496","263,540","6,180","12,044","5,865","21,482","6,405","20,813","139,403","708,170","695,970","688,879","630,001","47,054","600,400","283,820","283,331","233,475","92,349","107,770","412,150","405,548","396,525","33,952","867,201","352,342","343,846","285,636","13,821","831,314","192,803","193,574","171,056","20,131","35,888","159,540","150,271","114,580","105,451","-159,031","343,627","345,034","344,365"
 A000240 ,"18,963","70,612","19,285","51,648","32,364","223,647","18,265","65,646",0,0,0,0,0,0,0,0,"18,963","70,612","19,285","51,648","32,364","223,647","18,265","65,646","10,468","30,349","10,419","19,882","9,463","42,086","10,380","31,328","8,496","40,262","8,865","31,767","22,901","181,560","7,885","34,318","5,001","8,308","2,422","3,308",885,"6,515","3,196","5,686","13,496","48,570","11,288","35,074","23,787","188,076","11,081","40,004","3,176","8,679","2,565","5,504","2,939","15,372","2,590","6,642","10,320","39,891","8,723","29,571","20,848","172,703","8,490","33,362",0,0,0,0,0,0,0,0,"10,320","39,891","8,723","29,571","20,848","172,703","8,490","33,362",402,"2,210",819,"1,808",988,"6,335","1,077","2,543","10,723","42,101","9,542","31,379","21,836","179,038","9,567","35,905","2,267,706","2,254,882","2,271,060","2,250,830","2,646,620","538,346","523,603","540,559","462,803","513,966","1,729,360","1,731,279","1,730,501","1,788,026","2,132,655","82,209","80,108","105,828","79,926","101,157","21,567","20,402","47,373","21,489","14,166","60,642","59,706","58,455","58,436","86,991","2,185,497","2,174,774","2,165,232","2,170,904","2,545,463"
 A000270 ,"6,703,963","22,858,002","8,347,585","16,154,039","7,806,454","32,699,936","7,683,655","23,583,505","5,460,929","17,880,916","6,448,501","12,419,987","5,971,486","25,771,869","5,934,578","18,605,988","1,243,034","4,977,086","1,899,084","3,734,052","1,834,968","6,928,067","1,749,077","4,977,517","1,057,376","3,550,747","1,297,738","2,493,371","1,195,633","4,633,101","1,164,521","3,421,708","185,658","1,426,339","601,346","1,240,681","639,335","2,294,966","584,556","1,555,809","84,697","780,268","26,838","695,570","668,732","721,462","65,648","843,736","270,355","2,206,607","628,184","1,936,251","1,308,067","3,016,428","650,204","2,399,545","43,017","335,318","145,083","292,301","147,218","520,033","94,596","314,984","227,338","1,871,289","483,101","1,643,950","1,160,849","2,496,395","555,608","2,084,561",0,0,0,0,0,0,0,0,"227,338","1,871,289","483,101","1,643,950","1,160,849","2,496,395","555,608","2,084,561","-11,018","-262,072","-142,670","-251,054","-108,384","-325,454","-131,751","-425,680","216,320","1,609,217","340,431","1,392,896","1,052,465","2,170,941","423,857","1,658,881","34,182,277","35,925,807","36,239,539","34,068,913","32,945,105","11,044,006","12,722,354","13,401,181","12,275,521","11,226,900","23,138,271","23,203,453","22,838,358","21,793,392","21,718,205","12,205,839","14,165,690","14,823,166","13,256,506","12,644,758","7,316,832","9,110,810","10,727,140","9,277,848","8,458,202","4,889,007","5,054,880","4,096,026","3,978,658","4,186,556","21,976,438","21,760,117","21,416,373","20,812,407","20,300,347"
 A000300 ,"52,673","166,989","61,797","114,316","52,519","182,015","37,756","130,408","49,053","153,019","55,200","103,966","48,766","171,644","35,897","123,172","3,620","13,970","6,596","10,350","3,753","10,370","1,858","7,235","3,432","9,419","3,454","5,987","2,533","8,542","2,044","6,197",189,"4,551","3,142","4,362","1,220","1,828",-185,"1,039","1,166","5,468",-501,"4,302","4,803",854,-109,"7,331","1,355","10,019","2,641","8,664","6,023","2,682",-294,"8,369",0,"1,483","1,483","1,483",0,"2,234",0,"1,983","1,355","8,535","1,158","7,181","6,023",448,-294,"6,387",0,0,0,0,0,0,0,0,"1,355","8,535","1,158","7,181","6,023",448,-294,"6,387","3,602","1,523",498,"-2,079","-2,576","3,442","3,938","7,674","4,957","10,059","1,656","5,102","3,446","3,890","3,644","14,061","197,017","188,438","187,213","177,371","183,566","40,734","39,581","40,940","30,477","27,568","156,283","148,857","146,273","146,893","155,998","81,431","77,809","78,240","71,843","67,868","67,461","61,903","63,141","55,513","51,782","13,970","15,905","15,099","16,331","16,086","115,586","110,629","108,973","105,527","115,697"
 A000320 ,"10,634","80,585","45,437","73,773","28,336","34,672","10,666","26,307",0,0,0,0,0,0,0,0,"10,634","80,585","45,437","73,773","28,336","34,672","10,666","26,307","3,771","10,525","4,796","9,748","4,952","22,189","3,888","10,988","6,862","70,060","40,640","64,025","23,385","12,484","6,778","15,319","-2,887","-5,579","-2,180","-2,692",-512,"-2,760",-365,"-1,361","3,976","64,482","38,461","61,333","22,872","9,723","6,414","13,957",-318,"1,488","2,024","1,939",-85,-386,-105,-72,"4,293","62,994","36,436","59,394","22,957","10,110","6,519","14,029","10,364","11,057",0,0,0,0,383,887,"14,657","74,051","36,436","59,394","22,957","10,110","6,901","14,916",107,502,343,394,51,-459,-275,-310,"14,765","74,553","36,780","59,788","23,008","9,651","6,626","14,606","364,171","348,408","314,354","296,813","300,921","92,479","75,783","42,478","39,047","48,330","271,692","272,625","271,875","257,766","252,591","64,446","63,448","66,173","67,472","66,624","16,284","14,829","22,102","40,674","51,706","48,162","48,619","44,071","26,797","14,918","299,725","284,960","248,181","229,341","234,297"
 A000390 ,"107,883","329,596","128,462","221,713","93,251","453,640","120,719","348,160","87,990","265,390","102,157","177,400","75,244","367,629","96,839","280,734","19,893","64,207","26,306","44,313","18,008","86,011","23,880","67,426","17,269","51,710","17,990","34,441","16,450","70,081","16,765","52,671","2,624","12,497","8,315","9,873","1,557","15,930","7,115","14,756","-1,164","4,885","6,371","6,048",-322,"8,990",875,"9,406","1,461","17,382","14,686","15,921","1,235","24,920","7,991","24,162",146,"2,199","1,935","2,053",118,"3,183","1,661","3,371","1,315","15,183","12,751","13,868","1,117","21,737","6,330","20,791",0,0,0,0,0,0,0,0,"1,315","15,183","12,751","13,868","1,117","21,737","6,330","20,791",0,0,0,0,0,404,0,0,"1,315","15,183","12,751","13,868","1,117","22,141","6,330","20,791","470,658","484,334","485,790","458,814","477,338","195,330","214,496","220,142","202,483","227,152","275,328","269,838","265,648","256,331","250,185","221,159","231,510","248,796","209,271","221,968","126,563","134,363","151,323","134,865","140,151","94,596","97,147","97,473","74,406","81,817","249,499","252,824","236,993","249,542","255,369"
 A000430 ,"203,451","613,896","206,504","410,445","203,941","773,297","181,135","569,845","187,418","560,671","185,635","373,252","187,617","702,403","164,188","517,544","16,033","53,225","20,869","37,193","16,323","70,894","16,947","52,301","8,776","27,070","9,686","18,294","8,608","43,059","10,134","29,760","7,256","26,155","11,183","18,899","7,716","27,835","6,813","22,541","-6,047","-4,813","-1,284","1,234","2,519","2,949","4,916","11,275","1,209","21,342","9,899","20,133","10,234","30,784","11,728","33,816",266,"4,400","1,882","4,134","2,252","4,959","1,980","6,840",943,"16,942","8,016","15,999","7,983","25,825","9,748","26,977",0,0,0,0,0,0,0,0,943,"16,942","8,016","15,999","7,983","25,825","9,748","26,977","3,447","4,221","1,001",774,-227,"-6,329",-733,"-2,724","4,390","21,163","9,017","16,773","7,756","19,496","9,015","24,252","794,901","780,451","763,697","758,978","734,352","242,202","239,418","228,170","231,140","206,042","552,699","541,034","535,527","527,838","528,309","410,871","400,811","393,073","388,361","358,978","308,910","315,676","295,199","295,297","267,740","101,961","85,135","97,874","93,065","91,238","384,030","379,640","370,623","370,617","375,373"
 A000480 ,"113,617","342,556","112,129","228,939","116,810","468,201","119,625","349,324","97,759","294,344","95,706","196,585","100,879","408,383","104,934","302,928","15,858","48,212","16,423","32,354","15,931","59,818","14,691","46,396","9,975","30,154","11,138","20,179","9,040","37,690","8,519","28,179","5,883","18,059","5,285","12,175","6,890","22,128","6,173","18,217",-438,"6,393","3,605","6,831","3,226","22,667",106,"25,081","5,446","24,452","8,890","19,006","10,116","44,794","6,278","43,298","1,292","19,217","2,718","17,925","15,208","10,002","1,434","9,549","4,154","5,235","6,172","1,081","-5,091","34,793","4,844","33,750",0,0,0,0,0,0,0,0,"4,154","5,235","6,172","1,081","-5,091","34,793","4,844","33,750","8,039","19,585","-5,019","11,546","16,564","-36,693","-18,732","-38,009","12,193","24,820","1,153","12,626","11,473","-1,901","-13,888","-4,260","588,475","585,040","584,854","577,302","583,363","209,257","218,317","217,725","221,801","221,608","379,218","366,722","367,129","355,502","361,755","126,466","135,224","136,191","127,113","135,533","118,107","129,584","127,478","122,027","124,662","8,359","5,640","8,713","5,086","10,870","462,009","449,816","448,663","450,190","447,830"
 A000490 ,"102,872","362,353","122,633","259,482","136,848","462,238","89,236","380,921","91,036","287,057","91,167","196,020","104,853","365,890","76,446","306,147","11,835","75,296","31,466","63,461","31,995","96,348","12,790","74,774","22,216","81,089","31,739","58,872","27,133","97,296","18,600","73,803","-10,381","-5,792",-272,"4,589","4,862",-948,"-5,810",971,"-2,638","-4,090",-760,"-1,452",-692,"-1,070",-894,"-1,304","-13,019","-9,882","-1,033","3,137","4,170","-2,018","-6,705",-332,"-1,489","-1,788",-238,-300,-61,"-1,459","-1,335",-466,"-11,530","-8,093",-794,"3,437","4,231",-559,"-5,370",134,0,0,0,0,0,0,0,0,"-11,530","-8,093",-794,"3,437","4,231",-559,"-5,370",134,"4,074","1,852","-1,325","-2,223",-897,-712,"1,560","1,272","-7,456","-6,242","-2,120","1,214","3,334","-1,271","-3,810","1,406","586,939","623,279","641,661","579,539","583,845","343,744","376,258","391,365","327,235","330,418","243,194","247,020","250,296","252,304","253,428","388,240","417,124","433,387","373,172","374,960","297,744","322,916","337,458","260,436","253,376","90,495","94,209","95,929","112,736","121,583","198,699","206,154","208,274","206,367","208,886"
 A000500 ,"165,295","516,464","175,332","351,170","175,837","716,431","175,417","557,561","155,646","483,059","164,948","327,413","162,465","679,581","164,627","526,680","9,649","33,405","10,384","23,756","13,372","36,850","10,790","30,881","6,188","20,426","7,370","14,238","6,868","28,067","6,968","21,818","3,461","12,979","3,014","9,518","6,504","8,783","3,822","9,064","-1,131","-3,651","-1,371","-2,520","-1,150","-6,232","-1,015","-4,226","2,330","9,328","1,643","6,998","5,355","2,551","2,807","4,838",533,"2,155",365,"1,622","1,257","1,034",590,"1,618","1,797","7,173","1,278","5,376","4,098","1,517","2,217","3,220",0,0,0,0,0,0,0,0,"1,797","7,173","1,278","5,376","4,098","1,517","2,217","3,220",340,548,-433,208,641,-814,-442,-33,"2,137","7,721",846,"5,584","4,739",703,"1,774","3,187","493,377","496,460","510,963","489,897","519,106","274,424","277,119","289,926","268,209","298,901","218,952","219,341","221,037","221,689","220,205","226,151","231,371","246,720","228,036","254,761","168,065","173,559","165,886","147,523","142,361","58,086","57,813","80,834","80,514","112,400","267,226","265,089","264,243","261,861","264,345"
 A000520 ,"23,125","72,009","24,968","48,884","23,916","87,448","21,596","65,918","13,540","41,695","14,311","28,156","13,844","50,747","12,712","38,138","9,585","30,313","10,656","20,728","10,072","36,702","8,884","27,780","8,988","28,244","10,075","19,257","9,181","34,894","8,609","26,461",597,"2,069",581,"1,472",891,"1,808",275,"1,320",-291,-826,-328,-535,-207,-634,-254,-69,306,"1,243",253,937,684,"1,174",22,"1,251",6,597,441,591,150,512,2,147,300,646,-188,346,533,662,20,"1,104",0,0,0,0,0,0,0,0,300,646,-188,346,533,662,20,"1,104",-21,-300,-22,-279,-257,-587,-7,-251,279,346,-210,67,277,75,13,852,"102,280","100,558","97,603","98,665","99,050","58,097","57,170","54,464","55,274","55,271","44,184","43,389","43,139","43,391","43,779","48,556","47,113","43,948","44,266","43,874","44,057","44,220","40,297","40,969","38,455","4,499","2,893","3,651","3,297","5,419","53,724","53,445","53,655","54,399","55,176"
 A000590 ,428,"1,350",465,922,457,"1,978",488,"1,491",0,0,0,0,0,0,0,0,428,"1,350",465,922,457,"1,978",488,"1,491",361,"1,079",360,717,357,"1,442",361,"1,097",67,271,105,204,99,536,127,394,89,405,154,317,163,"12,978","1,324","12,816",156,676,259,521,262,"13,514","1,452","13,209",33,113,49,81,31,"2,945",272,"2,884",123,563,209,440,231,"10,569","1,180","10,325",0,0,0,0,0,0,0,0,123,563,209,440,231,"10,569","1,180","10,325",46,130,-3,84,87,"-7,653",-922,"-7,184",169,693,207,524,318,"2,916",257,"3,141","171,486","171,331","172,545","173,456","173,763","34,947","34,827","36,071","37,080","36,745","136,539","136,504","136,474","136,376","137,018","7,714","7,728","9,149","10,378","10,459",311,319,"1,731","3,038","2,966","7,403","7,409","7,418","7,340","7,493","163,772","163,603","163,396","163,079","163,303"
 A000640 ,"6,798","42,866","7,108","36,068","28,961","48,855","6,598","42,076","5,395","15,626","4,961","10,231","5,270","19,510","4,793","14,784","1,403","27,240","2,147","25,837","23,690","29,345","1,806","27,293","8,348","26,446","9,755","18,097","8,342","36,678","8,400","26,524","-6,945",795,"-7,608","7,740","15,348","-7,333","-6,594",769,80,"-2,400","-2,422","-2,479",-57,"38,679","-16,631","38,511","-6,866","-1,605","-10,030","5,261","15,291","31,346","-23,226","39,280",-25,"-4,254",-196,"-4,229","-4,033","4,921","-3,263",601,"-6,841","2,649","-9,834","9,490","19,324","26,426","-19,963","38,679",0,0,0,0,0,0,0,0,"-6,841","2,649","-9,834","9,490","19,324","26,426","-19,963","38,679",-407,"1,534",937,"1,941","1,004","-1,347","-4,408",-694,"-7,248","4,183","-8,897","11,431","20,328","25,079","-24,371","37,984","625,097","632,725","647,157","618,765","632,138","55,209","64,355","82,139","65,768","126,670","569,888","568,370","565,018","552,996","505,468","207,482","207,862","218,958","215,493","215,961","206,092","206,824","211,389","204,769","209,522","1,390","1,038","7,569","10,725","6,439","417,615","424,863","428,199","403,271","416,177"
 A000650 ,"15,005","43,821","14,364","28,816","14,452","58,862","15,313","44,178","12,062","34,981","11,431","22,919","11,488","47,048","12,033","35,023","2,943","8,839","2,933","5,897","2,964","11,814","3,280","9,155","2,560","7,075","2,291","4,515","2,224","8,990","2,460","6,814",382,"1,764",642,"1,382",740,"2,824",820,"2,341",378,"2,621","1,831","2,242",412,"2,893",459,"2,494",760,"4,385","2,473","3,625","1,152","5,717","1,279","4,835",172,882,462,710,248,"1,089",276,971,588,"3,503","2,011","2,914",904,"4,628","1,003","3,864",0,0,0,0,0,0,0,0,588,"3,503","2,011","2,914",904,"4,628","1,003","3,864",-20,-94,0,-74,-74,"-1,705",-5,-29,568,"3,409","2,010","2,840",830,"2,923",998,"3,835","54,699","55,555","62,620","63,068","67,245","15,738","15,843","22,365","22,136","27,162","38,961","39,712","40,255","40,932","40,083","14,952","14,236","21,170","13,886","17,151","9,973","9,765","17,250","10,975","10,313","4,980","4,470","3,921","2,911","6,838","39,747","41,319","41,450","49,182","50,094"
